"log_date","app_name","user_id","payment"
"2013-07-16","game-01",25145,762
"2013-07-13","game-01",25293,571
"2013-07-12","game-01",25310,81
"2013-07-17","game-01",25381,81
"2013-07-27","game-01",25612,81
"2013-07-19","game-01",25674,81
"2013-07-19","game-01",25875,81
"2013-07-26","game-01",25875,81
"2013-07-15","game-01",25928,162
"2013-07-15","game-01",26065,571
"2013-07-16","game-01",26065,81
"2013-07-15","game-01",26065,81
"2013-07-28","game-01",26065,81
"2013-07-28","game-01",26151,162
"2013-07-22","game-01",26151,333
"2013-07-30","game-01",26151,1429
"2013-07-21","game-01",26151,162
"2013-07-27","game-01",26151,81
"2013-07-20","game-01",26151,81
"2013-07-27","game-01",26151,1333
"2013-07-28","game-01",26151,324
"2013-07-20","game-01",26151,162
"2013-07-28","game-01",26151,571
"2013-07-20","game-01",26151,243
"2013-07-19","game-01",26291,2571
"2013-07-19","game-01",26291,648
"2013-07-16","game-01",26291,1429
"2013-07-19","game-01",26291,571
"2013-07-19","game-01",26291,1333
"2013-07-26","game-01",26291,1215
"2013-07-16","game-01",26302,2571
"2013-07-19","game-01",26302,81
"2013-07-26","game-01",26302,81
"2013-07-21","game-01",26488,81
"2013-07-17","game-01",26488,81
"2013-07-22","game-01",26852,571
"2013-07-20","game-01",26852,81
"2013-07-22","game-01",26852,333
"2013-07-20","game-01",26966,81
"2013-07-19","game-01",27084,81
"2013-07-20","game-01",27310,81
"2013-07-30","game-01",27441,571
"2013-07-22","game-01",27787,324
"2013-07-28","game-01",27813,81
"2013-07-26","game-01",27813,81
"2013-07-27","game-01",27988,81
"2013-07-28","game-01",27988,81
"2013-07-26","game-01",28342,81
"2013-07-25","game-01",28371,81
"2013-07-27","game-01",28433,571
"2013-07-27","game-01",28433,81
"2013-07-31","game-01",29154,81
